what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1486157076419
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1486157076419
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1486157076419
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1486157076420
os,sysinfo,,,"linux",1486157076422
arch,sysinfo,,,"x86",1486157076422
ws,sysinfo,,,"gtk",1486157076422
locale,sysinfo,,,"en_US",1486157076422
processors,sysinfo,,,"8",1486157076423
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486157076423
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1486157076423
java.specification.name,sysinfo,,,"Java Platform API Specification",1486157076423
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486157076423
java.specification.version,sysinfo,,,"1.6",1486157076423
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1486157076423
java.version,sysinfo,,,"1.6.0_23",1486157076423
java.vm.info,sysinfo,,,"mixed mode",1486157076423
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1486157076423
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486157076423
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486157076423
java.vm.specification.version,sysinfo,,,"1.0",1486157076423
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486157076423
java.vm.version,sysinfo,,,"19.0-b09",1486157076423
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1486157077578
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486157078569
started,bundle,com.altera.sbtgui.flash.plugin,12.1.1.243,"com.altera.sbtgui.flash.plugin",1486157079274
executed,command,com.altera.sbtgui.flash.plugin,12.1.1.243,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1486157079277
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1486157079607
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1486157079612
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1486157079613
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1486157079614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486157079662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486157123304
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486157124258
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1486157124875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486157128001
